Layer,Config,Model,Acc,F1,AUC,Speaker_Vote,Speaker_F1,Speaker_Acc
6,MIX -> ZH,LR,0.5037593984962406,0.42719382835101255,0.4808887212583466,"2/5 MDD, 4/5 HC",0.5,0.6
6,MIX -> ZH,SVM-Linear,0.5162907268170426,0.4411196911196911,0.5009324448914592,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
6,MIX -> ZH,SVM-RBF,0.5463659147869674,0.4419321685508736,0.5668294079848015,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
6,MIX -> ZH,GRU,0.7,0.5714285714285714,0.6399999999999999,"2/5 MDD, 5/5 HC",0.5714285714285714,0.7
6,MIX -> ZH,CLeaD,0.5543024227234754,0.5007019185774451,0.5745554298326488,"4/5 MDD, 5/5 HC",0.8888888888888888,0.9
7,EN -> EN,LR,0.7190397350993377,0.6438614900314795,0.7811299232260829,-,0.0,0.0
7,EN -> EN,SVM-Linear,0.7165562913907285,0.6407889215274863,0.7779699225049432,-,0.0,0.0
7,EN -> EN,SVM-RBF,0.7220198675496688,0.5658132919575899,0.7436523886976396,-,0.0,0.0
7,EN -> EN,GRU,0.4782608695652174,0.3333333333333333,0.588235294117647,-,0.3333333333333333,0.4782608695652174
7,EN -> EN,CLeaD,0.7256622516556291,0.5856464116029008,0.7530308462729554,-,0.0,0.0
7,EN -> ZH,LR,0.4678362573099415,0.33228511530398325,0.4725078926046992,"0/5 MDD, 5/5 HC",0.0,0.5
7,EN -> ZH,SVM-Linear,0.467000835421888,0.29812981298129815,0.46584108624591397,"0/5 MDD, 5/5 HC",0.0,0.5
7,EN -> ZH,SVM-RBF,0.4573934837092732,0.16784112748238308,0.46284748414494453,"0/5 MDD, 5/5 HC",0.0,0.5
7,EN -> ZH,GRU,0.5,0.6153846153846154,0.6800000000000002,"4/5 MDD, 1/5 HC",0.6153846153846154,0.5
7,EN -> ZH,CLeaD,0.49331662489557226,0.3585404547858276,0.5080553460173777,"0/5 MDD, 5/5 HC",0.0,0.5
7,ZH -> EN,LR,0.5577814569536423,0.3687071614275585,0.5608655634423245,-,0.0,0.0
